1	T-0001	ready=0	close=0	close_execute=0	audit=0
2	T-0002	ready=0	close=0	close_execute=0	audit=0
3	T-0003	ready=0	close=0	close_execute=0	audit=0
4	T-0004	ready=0	close=0	close_execute=0	audit=0
5	T-0005	ready=0	close=0	close_execute=0	audit=0
6	T-0006	ready=0	close=0	close_execute=0	audit=0
7	T-0007	ready=0	close=0	close_execute=0	audit=0
8	T-0008	ready=0	close=0	close_execute=0	audit=0
9	T-0009	ready=0	close=0	close_execute=0	audit=0
10	T-0010	ready=0	close=0	close_execute=0	audit=0
