fresh-basic-init	0
fresh-basic-docs-list	0
fresh-basic-required-reading	0
fresh-basic-doctor	7
fresh-standard-init	0
fresh-standard-docs-list	0
fresh-standard-required-reading	0
fresh-standard-doctor	7
fresh-governed-init	0
fresh-governed-docs-list	0
fresh-governed-required-reading	0
fresh-governed-doctor	7
protocol-migrate-dry-run	0
protocol-migrate-execute	0
protocol-migrate-evidence-preserved	0
dogfood-init	0
dogfood-doctor	0
dogfood-docs-list	0
dogfood-required-reading	0
